,Kategori,Nama_Toko,Lokasi_Toko,Nama_Produk,Harga_Produk,Terjual,Rating,Terlaris
6318,Buku,NagaGrosir Store,Surakarta,Buku Prosa Motivasi Sembuh Tanpa Cerita - Buku Self Improvement,21000,3,5,0
6319,Buku,Revanda Collection,Kab. Bekasi,Buku Tenang “ A Book That Can Hold You Tight “ Oleh Lapinggala,20580,10,3,0
6320,Buku,NagaGrosir Store,Surakarta,"BUKU MOTIVASI ARAH PULANG BY ARGA Buku Motivasi Self Improvement, Motivasi Wanita",20500,13,5,0
6321,Buku,Revanda Collection,Kab. Bekasi,Paket 2 Buku Maafkan Kami Ya Nak - Nak Kamu Gapapa Kan Oleh Mas Koko Ganteng ( Isi 2 Buku ) Remaja,35280,2,4,0
6322,Buku,Yashmedia,Kab. Bantul,Paket Hemat Manipulasi [ The Art Of Manipulation + Secret Power + Dark Psychology ] - Yash Media,132750,100,4.9,0
6323,Buku,Arabella Books,Kab. Bekasi,Buku 1000 Mindset Berpikir Positif Oleh Febri Surya,25480,2,5,0
6324,Buku,jendelabook,Kab. Klaten,Buku Anak Sound Book My First Daily Doa Menyajikan Doa-doa Harian Lengkap Degan Suara Yang Membantu Anak  Belajar Dan Menghafal Degan Cara Yang Seru By ZIiyadbooks,139000,1,4,0
6325,Buku,Toko Buku Terang Sejati,Kab. Sleman,Terang Sejati - Buku Kamu Tidak Butuh Motivasi by Astrid Savitri - Self Improvement/Self Development,58650,3,0,0
6326,Buku,Buku NLZ,Jakarta Timur,Paket Bundling 2 Buku Avonturir,68400,14,5,0
6327,Buku,Revanda Collection,Kab. Bekasi,Paket 3 Buku Putih Tiktok Affiliate - Kitab Hitam Tiktok Affiliate - Buku Saku Hook Konten,73500,10,3.3,0
6328,Buku,Nusantara offiicial,Kab. Bekasi,Buku Mindset Carol S. Dweck Habits / Buku Baru / N O,18360,6,3,0
6329,Buku,Buku NLZ,Jakarta Timur,Avonturir Buku 2: Garuda Emas,35100,3,5,0
6330,Buku,jendelabook,Kab. Klaten,Buku Anak Kisah Dan Mukjizat 25 Nabi Super Lengkap Mengenal Para Rasul Melalui Buku Berwarna By Ziyadbooks,99000,5,5,0
6331,Buku,jendelabook,Kab. Klaten,Buku Anak Sound Book My First Daily Doa Menyajikan Doa-doa Harian Lengkap Degan Suara Yang Membantu Anak  Belajar Dan Menghafal Degan Cara Yang Seru By ZIiyadbooks,139000,1,4,0
6332,Buku,Revanda Collection,Kab. Bekasi,Buku Psychologist For Everyone “ Pulih Dengan Art Journaling “ Oleh Anette Isabella Ginting Psychology,21560,6,0,0
6333,Buku,Toko Aimatul Cholifah,Surabaya,10 Buku Sidu DODO isi 38 Lembar Buku Tulis Anak Sekolah Garis SD SMP SMA Alat Tulis ATK Stationery Kertas Paper,12500,7000,4.5,1
6334,Buku,PAPERUS STATIONERY,Jakarta Barat,PAPERUS Buku Tulis KRAFT (SAMPUL COKLAT) Ukuran Kecil / Kuarto / Buku Tulis Murah,27880,50000,4.8,1
6335,Buku,NovelPelajar,Kab. Bekasi,Buku Mindset Carol S. Dweck Habits / Buku Baru,15300,2,0,0
6336,Buku,Kingkong Books,Jakarta Barat,Buku Import Mariana Mazzucato Value of Everything,239200,1,5,0
6337,Buku,Revanda Collection,Kab. Bekasi,Buku Jalur Langit Journal Oleh Rizkaramelia Muslimah,20580,24,5,0
6338,Buku,Anugrah Buku,Jakarta Pusat,Buku Lengkap 3 Minna no Nihongo Jilid 1 Minna No Nihongo Jilid 2 & Otodidak Kuasai Bahasa Jepang(isi 3 Buku Best Quality),56534,5,0,0
6339,Buku,Buku NLZ,Jakarta Timur,Paket Bundling 4 Buku Avonturir,114000,40,5,0
6340,Buku,Buku NLZ,Jakarta Timur,Avonturir Buku 1: Rahasia Harimau Jawa,35100,9,5,0
6341,Buku,YOGYA BOOKS,Kab. Bekasi,Buku The Psychology Of Money,16380,4,0,0
6342,Buku,Humeyra Books,Kab. Bekasi,Buku Saku Hook Konten - Rizqi Akbar Syah Putih self motivasi,24500,19,4.5,0
6343,Buku,Humeyra Books,Kab. Bekasi,Buku Saku Hook Konten - Rizqi Akbar Syah Putih self motivasi,24500,19,4.5,0
6344,Buku,My Gallery Books,Kab. Bogor,Buku Tulis Catatan buku notebook buku diary Notebook Spiral A5 60 Lembar koleksi cover Estetik 007 Lucu Viral Buku catatan Kekinian,24000,2,4,0
6345,Buku,Gramedia,Jakarta Barat,Sialnya kita bukan anak kecil lagi (Izzasapta),67500,15,5,0
6346,Buku,jendelabook,Kab. Klaten,Buku Anak Brain Gym Book Jilid 1 Jilid 2 Buku Untuk Meningkatkan Kemampuan Daya Ingat dan Konsentrasi by Fun Learning BacaanMedia,40000,2,4,0
6347,Buku,YOGYA BOOKS,Kab. Bekasi,Buku The Psychology Of Money,16380,4,0,0
6348,Buku,Rene Turos Group,Jakarta Selatan,"Renebook Paket Bundling Robert Greene Versi Ringkas The 48 Laws of Power, The 33 Strategies of War, & The Art of Seduction",250800,30,4.5,0
6349,Buku,Republikfiksi,Tangerang Selatan,"Buku Sialnya, Kita Bukan Anak Kecil Lagi - Izzasapta - Media Kita",71250,6,5,0
6350,Buku,im bookstore,Kab. Sukoharjo,Buku Ayah Bolehkah aku Membencimu ?,22000,10,5,0
6351,Buku,taqtiqtuk,Jakarta Pusat,5/10/14MM Kotak]Grid Notebook Buku Tulis Kotak Murid SD Buku Catatan Sisiwa Note book Perlengkapan sekolah Buku Garis 5 / Garis 3 / Matematika Bintang Obor 38 lembar,35800,17,5,0
6352,Buku,MenHub Shop,Kab. Magelang,"Ranah Buku Literasi - Buku Semua Ada Prosesnya, Berhentilah Membandingkan Hidupmu dengan Orang Lain",36000,0,0,0
6353,Buku,Buku Rakjat Toko Buku Original,Kab. Tangerang,Buku Your Money or Your Life - Vicki Robin dan Joe Dominguez,100000,1,0,0
6354,Buku,Umilihome Stationery Shop.id,Surabaya,Notebook Aesthetic Retro Buku Diary Aesthetic Hardcover Buku Tulis Sekolah Buku Catatan Korea Notepad Journal,39000,4,5,0
6355,Buku,Medpress Group Bookshop,Kab. Sleman,Seri Lengkap TAN MALAKA | Madilog - Aksi Massa - Gerpolek - Dari Penjara ke Penjara,40000,2000,4.9,1
6356,Buku,Mizanstore.id,Depok,[Mizan] BUKU BUAT KAMU YANG LELAH BERSIH-BERSIH - Cara Hidup Rapi dan Bahagia,89250,4,0,0
6357,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,BUKU PATEN UM UGM SOSHUM 2025 2026 & PATEN UM UGM SAINTEK 2025 2026 - UJIAN MASUK UNIVERSITAS GAJAH MADA 2025,79888,11,5,0
6358,Buku,Gramedia,Jakarta Barat,Gramedia - Buku Social Sciences Neksus (Yuval Noah Harari),127500,90,5,0
6359,Buku,Bukuprediksi.id,Kab. Sleman,Buku The Power Of Relation - Yash Media,50150,1,0,0
6360,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,Buku Total Bedah Soal Seleksi Masuk TNI POLRI 2024 - 2025 | Buku Modul Resmi CASIS TNI POLRI 2024 - 2025 terkini dan terupdate | Buku The Best Drilling PSIKOTEST DAN Tes AKADEMIK TNI POLRI 2025 CAT,72888,4,0,0
6361,Buku,jendelabook,Kab. Klaten,Buku Motivasi The Uncomfortable Truth About Money Cara Hidup di Tengah  Ketidakpastian  dan Berpikir dengan Cara Sendiri by Paul Podolsky - Baca,80000,1,0,0
6362,Buku,OASIS BUKU ANAK,Kab. Boyolali,[ISI 10 BUKU] SERI ZAID & HANA - BUKU ADAB ANAK - ADAB SEHARI HARI - ADAB FOR KIDS,61929,1,5,0
6363,Buku,jendelabook,Kab. Klaten,Buku Anak Ensiklopedia Si Kecil Seri Transportasi Alat Berat Kereta Api Mobil Pesawat Terbang By Ranah Buku,10000,25,0,0
6364,Buku,jendelabook,Kab. Klaten,Buku Motivasi  Andai Sun Tzu Seorang Stoik Seni Pertempuran Tanpa Emosi Hidup Tanpa Beban by Yanuar Arifin - Jendela Penerbit,58000,100,5,0
6365,Buku,Bedahbuku,Jakarta Selatan,"Buku Nak, Apa Kabarmu Hari Ini? by Awam Prakoso - Gagasmedia",69300,2,5,0
6366,Buku,Pena Prima Store,Surabaya,Buku Tulis Campus Suma 50 Lembar (isi 10pcs buku),49400,0,0,0
6367,Buku,jendelabook,Kab. Klaten,Buku Anak Ensiklopedia Si Kecil Seri Transportasi Alat Berat Kereta Api Mobil Pesawat Terbang By Ranah Buku,10000,25,0,0
6368,Buku,stroberi hitam store,Surakarta,"Paket 2 Buku Untukmu, Anak Bungsu - Ibu, Aku Nggak Sekuat Itu",40000,4,5,0
6369,Buku,Bedahbuku,Jakarta Selatan,"Buku Nak, Apa Kabarmu Hari Ini? by Awam Prakoso - Gagasmedia",69300,2,5,0
6370,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,Buku Total Bedah Soal Seleksi Masuk TNI POLRI 2024 - 2025 | Buku Modul Resmi CASIS TNI POLRI 2024 - 2025 terkini dan terupdate | Buku The Best Drilling PSIKOTEST DAN Tes AKADEMIK TNI POLRI 2025 CAT,72888,4,0,0
6371,Buku,qisahku,Surakarta,Ziyadbooks Buku Cerita Anak 100 Kata Pertama Bayi Pintar Semi Hard Cover 25x25cm Full Color Boardbook 24 Halaman Tema Menarik & Gambar Asli,96999,5,5,0
6372,Buku,solusibuku_NEW,Kab. Sleman,"solusibuku - Buku Step By Step Skripsimu -  Dr. Ira Mirawati, M.Si. (C-Klik Media) Soft Cover",66400,19,3.8,0
6373,Buku,solusibuku_NEW,Kab. Sleman,"solusibuku - [ENGLISH VERSION] PAKET 3 BUKU Animal Farm, The Little Prince, The Metamorphosis (Norris Classic)",99000,2000,4.9,1
6374,Buku,Bukuutama,Kab. Sleman,(BUNDLING 2 BUKU) BUKU PATEN SNBT 2026 DAN BUKU KOMPETEN TKA SMA/MA (IPA ATAU IPS) -Soft Cover,262500,250,5,0
6375,Buku,Raja Stationery,Jakarta Utara,BUKU TULIS SINAR DUNIA SIDU KRAFT 40 LEMBAR GARIS SiDU CRAFT NOTEBOOK A5 BROWN COVER RULED BUKU TULIS COVER COKLAT BUKU KRAFT ANAK CATATAN SEKOLAH SINAR DUNIA PACK [10PCS],35690,500,4.9,0
6376,Buku,Bukuprediksi.id,Kab. Sleman,Buku The Power Of Relation - Yash Media,50150,1,0,0
6377,Buku,jendelabook,Kab. Klaten,Buku Motivasi White Knight Manipulation  Ketika Kebaikan Digunakan sebagai Alat Kontrol by R. Buddy - Jendela,55250,19,0,0
6378,Buku,solusibuku_NEW,Kab. Sleman,solusibuku - Buku Trading Alchemist [ NEW EDITION] - Rizki Aditama (Yash Media),157520,12,4.7,0
6379,Buku,GafiStore-1,Jakarta Selatan,Buku Generasi Zombie (ANDRIY HADINATA),83300,9,5,0
6380,Buku,Gramedia,Jakarta Barat,Gramedia Buku Pulih dari Trauma: Berkenalan dengan Trauma Processing Theory (Jiemi Ardian),98000,100,5,0
6381,Buku,Novely Young,Tangerang Selatan,"Buku Umur 40, Kok Gini Amat? by Han Seonghee - Haru",99750,12,5,0
6382,Buku,Terrabookstore,Kab. Ponorogo,Non Fiksi | Umur 40 Kok Gini Amat? - Han Seonghee | Penerbit Haru,99750,30,5,0
6383,Buku,jendelabook,Kab. Klaten,Promo Bundling 99 Ribu dapat 3 buku Motivasi Terbaik 2025 Sun Tzu Stoik Vampire Energy Principles Ambition Innerchild Healing  Empower Be Calm Self Growth Paling Dicari - Jendela,99000,50,4.4,0
6384,Buku,Bukuutama,Kab. Sleman,BUKU KOMPETEN TKA TES KEMAMPUAN AKADEMIK SMA/MA IPA DAN IPS TAHUN 2025/2026 TERBARU Soft Cover,114700,750,4.8,0
6385,Buku,GUDANG PERPUSTAKAAN ALL BOOK,Kab. Bekasi,2PAKET BUKU TIKTOK AFILIATE DAN TRIKNGONTEN DARI 0 SAMPAI FYP,46000,1,0,0
6386,Buku,Pesan Semesta Official,Kab. Bekasi,Buku Happy DNA in the Universe: Rahasia Meng-kode Ulang Kebahagiaan Dari Dalam Dirimu Sendiri,103750,21,5,0
6387,Buku,Pustaka Qur'an Sunnah,Kab. Sukoharjo,KISAH 25 NABI & RASUL aisar -- buku anak bayi anak islami kisah nabi Books,47300,3000,4.8,1
6388,Buku,Penerbit Aqwam,Kab. Sukoharjo,Paket 10 Menit Lancar Baca Tanpa Terbata-Bata & Serial 7 Buku Cerita Hewan Dalam Al Quran Buku Dongeng Sebelum Tidur Bergambar,88000,8,4.2,0
6389,Buku,DIVA Press Group,Kab. Bantul,IRCiSoD - Buku Suma Oriental (Buku Primer Sejarah Dunia Timur) - Tome Pires,80000,17,5,0
6390,Buku,TBMOWiyung,Surabaya,(KRAFT 60) Buku Tulis Sinar Dunia SIDU Kraft 60 Lembar Kwarto (1 Pack Isi 10 Buku) (S:PACK) Paper Stationery,50000,4000,4.7,1
6391,Buku,DIVA Press Group,Kab. Bantul,DIVA Press - Buku Metamorfosis (Sebuah Novel Legendaris) - Franz Kafka,37500,12,5,0
6392,Buku,Penerbit Baca,Tangerang Selatan,Paket Buku Nonfiksi - The Art of Saying No & The Art of Going Slow,127050,4,5,0
6393,Buku,DIVA Press Group,Kab. Bantul,DIVA Press - Buku Metamorfosis (Sebuah Novel Legendaris) - Franz Kafka,37500,12,5,0
6394,Buku,Umilihome Stationery Shop.id,Surabaya,Notebook Aesthetic A5 B5 Buku Tulis Sekolah Binder Covers Macaron Color Diy Plastik Binder Cover Lose Leaf Buku Diary Binder Kuliah Buku Catatan Stationery Korea Alat Tulis For Student Back To School Office Stationery,12900,30,0,0
6395,Buku,happybunnybooks,Jakarta Utara,"PAKET PROMO 4 buku! Buku Interaktif Good Habits dengan fitur Tarik-Dorong, Buka-Tutup, Geser! - Gosok Gigi, Mandi, Makan, ke Toilet",199850,500,4.8,0
6396,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,BUKU FROM ZERO TO SURVIVE - SENI MENANG DALAM HIDUP DENGAN REALISTIS,50888,9,0,0
6397,Buku,Penerbit Aqwam,Kab. Sukoharjo,Paket 100 Kata Pertama Bayi Pintar & Serial 6 Buku Kujaga Diriku Bentengi dari Kekerasan Anak,158000,5,0,0
6398,Buku,YouStationery,Jakarta Timur,BUKU TULIS SIDU COVER SAMPUL NAMA ISI 60 LEMBAR / BUKU SIDU CRAFT 60 LEMBAR (1 PACK ISI 10 BUKU),52900,10000,4.8,1
6399,Buku,tomi book stroe,Jakarta Selatan,BUKU TRANDING ALCHEMIST NEW EDITION ukuran b5 (ukuran besar),25000,250,4.3,0
6400,Buku,Medpress Group Bookshop,Kab. Sleman,"Buku Friedrich Nietzsche Zarathustra (Narasi)- Penerjemah H.B Jassin, dkk.",116000,4,5,0
6401,Buku,Dojo Buku,Jakarta Barat,Buku Bersama Mas Pram (2025) by Koesalah Soebagyo Toer,140800,1,0,0
6402,Buku,qisahku,Surakarta,Ziyadbooks Buku Edukasi Anak Juz Amma Tulis Softcover 24 Halaman untuk Usia 3-4 Tahun TK SD Membantu Menghafal Al-Qur'an & Melatih Motorik Halus,29999,4,5,0
6403,Buku,qisahku,Surakarta,Ziyadbooks Buku Learning Time Mini Library 16 Tema Bilingual Bacaan Edukasi Cerita Anak Bergambar 100% Original Pengiriman Cepat Packing Aman Gratis Ongkir Bayar Di Tempat,96999,3,5,0
6404,Buku,Pustaka Hulwah - Islamic Books,Bandung,Sirah Nabawiyah untuk Anak usia 3+ (1 Paket 8 Buku) [Pustaka Hulwah x Azhar Kids],59000,4,5,0
6405,Buku,Mizanstore.id,Depok,[Mizan] Buku Novel Pride and Prejudice - Mizan Classics,101150,1,0,0
6406,Buku,Zahrabooks,Jakarta Selatan,"Buku Nak, Hidup Ingin Kau Lebih Kuat By Mahestha Rastha Andaara",70200,2,5,0
6407,Buku,Raja Stationery,Jakarta Utara,BUKU TULIS 38 LEMBAR GARIS DODO BY SiDU NOTEBOOK A5 RULED BUKU TULIS ANAK CATATAN SEKOLAH FANCY LUCU DODO BY SINAR DUNIA PACK [10PCS],21990,5000,4.5,1
6408,Buku,BumifiksiJakarta_NEW,Jakarta Selatan,Buku Novekl K A Man Of Letterrs - Jingga - Bumi Fiksi,93060,1,5,0
6409,Buku,Bukuutama,Kab. Sleman,"BUKU PATEN UJIAN MANDIRI (SIMAK UI, UNDIP, ITB) 2025/2026 - Buku Tes Seleksi Masuk Mandiri UI, UNDIP, ITB) Dilengkapi Soal FR Asli & Pembahasan -Soft Cover",97500,1000,5,1
6410,Buku,Republikfiksi,Tangerang Selatan,"Buku Tidak Apa, Menangis Juga Bagian Dari Hidup - sobat.hidup - Transmedia",75050,1,5,0
6411,Buku,im bookstore,Kab. Sukoharjo,Buku best seller Arah Pulang,18000,100,4.9,0
6412,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,BUKU PATEN SPMB PKN STAN CAT 2025 2026 & PATEN SELEKSI PENERIMAAN CALON PRAJA IPDN 2025 2026 - UJIAN MASUK STAN DAN IPDN 2025 2026,65888,3,5,0
6413,Buku,Republikfiksi,Tangerang Selatan,Buku 100 Habits Orang Sukses - Nigel Cumberland - Gemilang,91080,1,0,0
6414,Buku,Republikfiksi,Tangerang Selatan,Buku 100 Habits Orang Sukses - Nigel Cumberland - Gemilang,91080,1,0,0
6415,Buku,Solusi Baca,Kab. Sleman,Buku Step by Step Skripsimu | C-Klik Media,78850,30,5,0
6416,Buku,Humeyra Books,Kab. Bekasi,Paket 3 Buku Putih Tiktok Affiliate - Kitab Hitam Tiktok Affiliate - Buku Saku Hook Konten motivasi,73500,1000,4.9,1
6417,Buku,Keiyona Publisher,Bandung,Ini Buku Cara Kerja Di Luar Negeri by Kobi Education,159000,11,5,0
6418,Buku,novindojaya,Jakarta Barat,BUKU TULIS DODO 38 LEMBAR TERMURAH  1 PAK (10 BUKU ),23760,5000,4.7,1
6419,Buku,Caesar Media Pustaka_NEW,Kab. Klaten,Buku Speak and Influence Rahasia Menguasai Public Speaking dan Memengaruhi Audiens - Astrid Savitri,52000,100,4.9,0
6420,Buku,PAPERUS STATIONERY,Jakarta Barat,PAPERUS Buku Tulis Motif KRAFT / SAMPUL COKLAT Ukuran Kuarto / Kecil / Buku Tulis Murah,27880,10000,4.8,1
6421,Buku,happybunnybooks,Jakarta Utara,"Buku Interaktif Good Habits dengan fitur Tarik-Dorong, Buka-Tutup, Geser! - Gosok Gigi, Mandi, Makan, ke Toilet",66650,1000,4.9,1
6422,Buku,DOREMI Toko Alat Tulis,Kab. Tangerang,COD 10PCS+10PCS Pena gel buram buku catatan kantor soft copybook A5 tebal 16 halaman buku catatan bisnis sederhana alat tulis sekolah estetika kertas buku harian buku catatan tulis buku khusus siswa perlengkapan belajar,29999,40,3.2,0
6423,Buku,jendelabook,Kab. Klaten,Buku  Motivasi Energy Vampires Melindungi Diri dari Orang yang Menguras Energi by Ardianto R. Putra dan Yanuar Arifin - Jendela,58000,100,5,0
6424,Buku,cklikmedia,Kab. Sleman,READY STOK Buku Bu Ira Mirawati - Buku Step By Step Skripsimu - CKLIK MEDIA,70000,6000,4.9,1
6425,Buku,Adijaya Jepara,Kab. Jepara,1 Pack - Buku BESAR & BOXY ALFA & OKEY CAMPUS - 42 40 & 36 Lembar (Isi 10 Buku),33900,8000,4.8,1
6426,Buku,The Raden Store Jawa Timur,Kab. Sidoarjo,Raden - Pendosa yang Merindukan Tuhan by Yoga Maulana,75000,250,4.9,0
6427,Buku,Social Agency Baru,Kab. Sleman,The Let Them Theory Teori Biarkan Mereka - Mel Robbins,113500,15,5,0
6428,Buku,Buku Edukatif_NEW,Kab. Bantul,Buku Affiliate - Sabar Nasution - Buku Edukatif,72270,100,4.8,0
6429,Buku,Umilihome Stationery Shop.id,Surabaya,Binder B5 A5 Notebook Aesthetic Buku Tulis Sekolah Binder Untuk Kuliah Lucu Buku Diary Korea Besar Buku Catatan Loose Leaf Notebook Notepad Cute Alat Tulis Stationery Pink,28000,100,4.6,0
6430,Buku,Buku NLZ,Jakarta Timur,Avonturir Buku 2: Garuda Emas,35100,3,5,0
6431,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,BUKU PATEN SPMB PKN STAN CAT 2025 2026 & PATEN SELEKSI PENERIMAAN CALON PRAJA IPDN 2025 2026 - UJIAN MASUK STAN DAN IPDN 2025 2026,65888,3,5,0
6432,Buku,Literasi Kata,Yogyakarta,Buku Seberapa Indie Hamzah Muhammad,72000,2,5,0
6433,Buku,TBMOWiyung,Surabaya,(KRAFT 60) Buku Tulis Sinar Dunia SIDU Kraft 60 Lembar Kwarto (1 Pack Isi 10 Buku) (S:PACK) Paper Stationery,50000,4000,4.7,1
6434,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,"Buku MAHIR MATEMATIKA ala BIMBEL SD/Mi Kelas 4, 5, 6 & Buku MAHIR MATEMATIKA ala BIMBEL SMP/MTs 7, 8, 9.",41888,7,5,0
6435,Buku,Papeterio_NEW,Tangerang,(RANDOM) Buku Memo Spiral A7 Kecil 80 Lembar Beragam Motif - B0040,3360,5,4.5,0
6436,Buku,Humeyra Books,Kab. Bekasi,Paket 3 Buku Nak Kamu Gapapa Kan - Dewasa Itu Keras Ya Bu - Ibu Aku Nggak Sekuat Itu Parenting motivasi,59780,6,5,0
6437,Buku,Gramedia,Jakarta Barat,Buku Angsa Hitam Menyalakan Jakarta ( Eko Sulistyo ),76500,4,5,0
6438,Buku,jendelabook,Kab. Klaten,Buku Anak Kisah Dan Mukjizat 25 Nabi Super Lengkap Mengenal Para Rasul Melalui Buku Berwarna By Ziyadbooks,99000,5,5,0
6439,Buku,Gramedia,Jakarta Barat,Buku Angsa Hitam Menyalakan Jakarta ( Eko Sulistyo ),76500,4,5,0
6440,Buku,Shira Media,Kab. Sleman,"Bundling Three Faces of Power (The Prince, Crime and Punishment & The Arts of War) - English Version",224900,2,0,0
6441,Buku,Gramedia,Jakarta Barat,Gramedia buku ACT OF ZERO MONEY ( DINDA DELVIRA ),79200,3,5,0
6442,Buku,Arah Buku,Kab. Bantul,Paket Hemat Seri Improvement Power [ The Art Of Manipulation + The Secret Of Power + The Secret Of Dark Psychology ] Yash Media,123900,14,0,0
6443,Buku,Ummul Qura,Kab. Sukoharjo,Buku Anak Seri Kujaga Diriku 6 Buku Original Penerbit,59000,3,0,0
6444,Buku,LifestyleHub Shop,Jakarta Barat,SUPERMALL Business Notebook - Buku Catatan Bisnis / Buku Tulis / Memo,27100,1,5,0
6445,Buku,Kim Mukti Bookstore,Bandung,"MADILOG TAN MALAKA : Materialisme, Dialektika dan Logika",63000,30,4.7,0
6446,Buku,Papeterio_NEW,Tangerang,(RANDOM) Buku Memo Spiral A7 Kecil 80 Lembar Beragam Motif - B0040,3360,5,4.5,0
6447,Buku,Humeyra Books,Kab. Bekasi,Buku Boleh Kalah Asal Jangan Menyerah - Haidar Musyafa (Syalmahat Publishing) habits filsafat Motivasi,20580,17,5,0
6448,Buku,Humeyra Books,Kab. Bekasi,Paket 3 Buku Nak Kamu Gapapa Kan - Dewasa Itu Keras Ya Bu - Ibu Aku Nggak Sekuat Itu Parenting motivasi,59780,6,5,0
6449,Buku,Toko Buku Kaizokuo_NEW,Jakarta Barat,"Buku Paten Sekokah Kedinasan SKD 2025, Buku Wangsit HOTS SKD SEKOLAH KEDINASAN, Buku Bidik 99.99% Lolos SKD Sekolah Kedinasan FR 2026 & Buku Modul Resmi Taktis SKD 2024 - 2025",63888,10,5,0
6450,Buku,Gramedia,Jakarta Barat,Buku Pengembangan Diri Mencari Makna: Menemukan Kembali Serpihan Jati Diri ( Marlina Vepri ),70400,2,5,0
6451,Buku,JJstore49,Kab. Bogor,"Buku Rekomendasi Buku Bacaan Dilengkapi Tes Potensi Diri ""Mau Kemana Setelah SMA? Penulis Wulan Ayodya",126700,0,0,0
6452,Buku,Literasi Kata,Yogyakarta,Buku Seberapa Indie Hamzah Muhammad,72000,2,5,0
6453,Buku,Buku NLZ,Jakarta Timur,Paket Bundling 3 Buku Avonturir,94050,6,5,0
6454,Buku,happybunnybooks,Jakarta Utara,"Buku Interaktif Good Habits AKU BISA KE TOILET SENDIRI! (Bahasa Indonesia & Inggris) dengan fitur interaktif Tarik-Dorong, Buka-Tutup, Geser!",66650,18,5,0
6455,Buku,Revanda Collection,Kab. Bekasi,Buku Dark Paychology Oleh Novita WD Psychology,21560,2,4,0
6456,Buku,YouStationery,Jakarta Timur,Buku Tulis Campus Craft Cover Sampul SKOLA  By SIDU 50 Lembar (1 Pack isi 10 Buku),52900,8000,4.8,1
6457,Buku,MenHub Shop,Kab. Magelang,Ranah Buku Literasi - Buku Anak Belajar Menulis dan Membaca Kata Pertamaku dengan Menggunakan Metode Montessori,19800,0,0,0
6458,Buku,Buku Baiz,Bandung,Juz ‘Amma Terlengkap Untuk Si Kecil - Ranah Buku,24990,80,5,0
6459,Buku,wawasanyes,Surakarta,(1 paket 8 buku) Buku Ke-1 Kisah Sirah Nabawiyah untuk anak 3+ Tahun -Sirah Nabawiyah muhammad lengkap soft cover,59340,20,5,0
6460,Buku,CAHAYA STORE COLECTION,Surabaya,PAKET 2 BUKU HOW LEADER ACT DAN THE WINNING MINDSET,33000,4,3,0
6461,Buku,RumahKita0904,Kab. Bandung,Buku Tulis 58 Lembar 1 Pack Isi 10 Buku Random Motif,45500,0,0,0
6462,Buku,JJstore49,Kab. Bogor,"Buku Rekomendasi Buku Bacaan Dilengkapi Tes Potensi Diri ""Mau Kemana Setelah SMA? Penulis Wulan Ayodya",126700,0,0,0
6463,Buku,Dawuh Guru_NEW,Kab. Bantul,Buku Ngonten Semudah Bercerita - Andri Yadi Show - Dawuh Guru,74875,250,4.9,0
6464,Buku,Humeyra Books,Kab. Bekasi,Paket 2 Buku Rahasia Bersikap Tenang Dalam Kondisi Apapun - Is it Bad or Good Habits Motivasi,34300,8,5,0
6465,Buku,Toko Buku Salaf,Kab. Bogor,PQS 100 Kata Pertamaku ORIGINAL Karya Ibrahim Fatah Buku Anak Bayi Penerbit Pustaka Quran Sunnah,24000,1,5,0
6466,Buku,Buku Baiz,Bandung,PAKET 10 BUKU ANAK ENSIKLOPEDIA SI KECIL SERI HEWAN - Ranah Buku,46990,6,5,0
6467,Buku,Al Quran Cordoba,Bandung,Buku Belajar Tahsin Mudah Metode Seru Hijaiyah Ust Gifari Putra,89000,3000,4.9,1
6468,Buku,Mizan Store Official,Depok,[Mizan] Buku Buat Kamu yang Lelah Bersih-bersih: Cara Hidup Rapi dan Bahagia - Sayo Konishi,89250,4,5,0
6469,Buku,Arah Buku,Kab. Bantul,Koleksi Self Improvement Power [ The Art Manipulation +Secret Power + Dark Psychology + Way To Succes + Manifestation + Stay Focused + Sleep Well + Growht Mindset + The Power Relation + The Emotional Power + The Power Positive ] - Yash Media,47200,40,5,0
6470,Buku,im bookstore,Kab. Sukoharjo,Buku Untukmu Anak Bungsu by Hidya,16000,100,4.8,0
6471,Buku,Gramedia Bogor_NEW,Bogor,Gramedia Bogor - Buku Zero To Survive : Seni Menang Dalam Hidup (HC),97500,11,5,0
6472,Buku,TOKOBUKUONLINE,Bandung,Buku Mega Bank Soal UTBK SNBT & Seleksi Mandiri 2026 - CMEDIA,99999,5,5,0
6473,Buku,sugihmukti-buku,Jakarta Selatan,paket 5 buku Berani tidak disukai 48 laws of power the psychology of money dark Psychology filosofi teras Self Improvement Cepat dan,98000,3,0,0
6474,Buku,Gramedia,Jakarta Barat,Gramedia Buku The School of Life: An Emotional Education: Seni Membangun Kecerdasan Emosional di Era Modern ( The School of Life ),110400,3,0,0
6475,Buku,Ranah Buku Literasi,Kab. Magelang,Buku Babon Sejarah Peradaban Islam Terlengkap - Mumtaz Zainuddin Hardcover,89600,500,4.9,0
